,MOVIES,RATING,PLOT,VOTES,RunTime,Gross,MOVIE ID,is_tv_movie,is_tv_special,is_tv_short,is_video_game
452,Gerald's Game,6.5,"A couple tries to spice up their marriage in a remote lake house. After the husband dies unexpectedly, the wife is left handcuffed to their bed frame and must fight to survive and break free.","95,660",103.0,,2362,0,0,0,0
453,Outlaw King,6.9,A true David vs. Goliath story of how the 14th century Scottish 'Outlaw King' Robert the Bruce used cunning and bravery to defeat the much larger and better equipped occupying English army.,"64,076",121.0,,4309,0,0,0,0
454,Another Life,5.0,Astronaut Niko Breckenridge and her young crew face unimaginable danger as they go on a high-risk mission to explore the genesis of an alien artifact.,"25,983",43.0,,800,0,0,0,0
455,Crazy Ex-Girlfriend,7.8,"A young woman abandons a choice job at a law firm and her life in New York in an attempt to find happiness in the unlikely locale of West Covina, California.","17,902",42.0,,1562,0,0,0,0
456,Yakusoku no Neverland,8.5,"When three gifted kids at an isolated idyllic orphanage discover the secret and sinister purpose they were raised for, they look for a way to escape from their evil caretaker and lead the other children in a risky escape plan.","28,438",23.0,,6754,0,0,0,0
457,He's All That,,"A teenage girl sets out to give a nebbish classmate the ultimate high school makeover. An updated remake of the 1999 film, 'She's All That'.",,,,2622,0,0,0,0
458,High School DxD,7.6,"After being killed on his first date, idiotic and perverted Issei Hyodo is resurrected as a demon by Rias Gremory only to be recruited into her club of high-class devils.","8,085",23.0,,2678,0,0,0,0
459,Fuller House,6.7,"In a continuation of Full House (1987), D.J. Fuller is a mother of three young boys and is a recent widow. D.J.'s sister Stephanie, her best friend Kimmy and Kimmy's teenage daughter all move in to help raise her sons. The house is now a lot fuller.","25,578",30.0,,2296,0,0,0,0
460,Thunder Force,4.4,"In a world where supervillains are commonplace, two estranged childhood best friends reunite after one devises a treatment that gives them powers to protect their city.","35,640",106.0,,6158,0,0,0,0
461,The Midnight Sky,5.6,"This post-apocalyptic tale follows Augustine, a lonely scientist in the Arctic, as he races to stop Sully and her fellow astronauts from returning home to a mysterious global catastrophe.","75,985",118.0,,5846,0,0,0,0
462,Breach,3.1,"On the cusp of fatherhood, a junior mechanic aboard an interstellar ark to New Earth must outwit a malevolent cosmic terror intent on using the spaceship as a weapon.","10,958",92.0,,1228,0,0,0,0
463,Rosemary's Baby,8.0,A young couple trying for a baby move into a fancy apartment surrounded by peculiar neighbors.,"201,472",137.0,,4731,0,0,0,0
464,Below Deck,7.3,Follows the crew of a multi million dollar charter boat in the Caribbean.,"2,222",43.0,,1026,0,0,0,0
465,Kung Fu Panda 3,7.1,"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to home.","141,657",95.0,$143.53M,3295,0,0,0,0
466,Bright,6.3,A detective must work with an Orc to find a powerful wand before evil creatures do.,"175,334",117.0,,1249,0,0,0,0
467,H2O: Just Add Water,7.2,Three girls become mermaids after a mysterious island transforms them and gives them special powers.,"13,458",23.0,,2533,0,0,0,0
468,Colony,7.4,"In the wake of a mysterious alien invasion, a family fights to stay together in a new world order.","32,620",42.0,,1509,0,0,0,0
469,Deep,4.9,Four insomniac med school students are lured into a neuroscience experiment that spirals out of control and must find a way out before it's too late.,738,101.0,,1741,0,0,0,0
470,From Dusk Till Dawn: The Series,6.9,A Texas Ranger is in hot pursuit of the infamous Gecko brothers and their hostages. They all end up trapped in a desert bar secretly run by vampires and discover a vampire conspiracy.,"19,559",45.0,,2274,0,0,0,0
471,Ender's Game,6.6,"Young Ender Wiggin is recruited by the International Military to lead the fight against the Formics, an insectoid alien race who had previously tried to invade Earth and had inflicted heavy losses on humankind.","228,812",114.0,$61.74M,2032,0,0,0,0
472,Kôdo giasu - Hangyaku no rurûshu: Code Geass - Lelouch of the Rebellion,8.7,"After being given a mysterious power to control others, an outcast prince becomes the masked leader of the rebellion against an all powerful empire","55,979",24.0,,3309,0,0,0,0
473,Alice in Borderland,7.7,A group of bored delinquents are transported to a parallel wasteland as part of a survival game.,"22,347",50.0,,687,0,0,0,0
474,Planet of the Apes,8.0,"An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved.","170,681",112.0,$33.40M,4442,0,0,0,0
475,Shot Caller,7.3,A newly released prisoner is forced by the leaders of his gang to orchestrate a major crime with a brutal rival gang on the streets of Southern California.,"77,040",121.0,,4995,0,0,0,0
476,Ash vs Evil Dead,8.4,"Ash has spent the last thirty years avoiding responsibility, maturity, and the terrors of the Evil Dead until a Deadite plague threatens to destroy all of mankind and Ash becomes mankind's only hope.","67,180",30.0,,853,0,0,0,0
477,Pieces of a Woman,7.1,"When a young mother's home birth ends in unfathomable tragedy, she begins a year-long odyssey of mourning that fractures relationships with loved ones in this deeply personal story of a woman learning to live alongside her loss.","41,856",126.0,,4421,0,0,0,0
478,Yes Day,5.7,A mom and dad who usually say no decide to say yes to their kids' wildest requests with a few ground rules on a whirlwind day of fun and adventure.,"19,062",86.0,,6777,0,0,0,0
479,The Ritual,6.3,"A group of old college friends reunite for a trip to a forest in Sweden, Northern Europe, but encounter a menacing presence there stalking them.","84,230",94.0,,5973,0,0,0,0
480,Force of Nature,4.5,A gang of thieves plan a heist during a hurricane and encounter trouble when a cop tries to force everyone in the building to evacuate.,"9,016",91.0,,2237,0,0,0,0
481,Downsizing,5.7,"A social satire in which a man realizes he would have a better life if he were to shrink himself to five inches tall, allowing him to live in wealth and splendor.","102,222",135.0,$24.45M,1876,0,0,0,0
482,Fruits Basket,8.6,"After Tohru is taken in by the Soma family, she learns that twelve family members transform involuntarily into animals of the Chinese zodiac and helps them deal with the emotional pain caused by the transformations.","3,549",24.0,,2283,0,0,0,0
483,Murder Mystery,6.0,"A New York cop and his wife go on a European vacation to reinvigorate the spark in their marriage, but end up getting framed and on the run for the death of an elderly billionaire.","110,725",97.0,,3990,0,0,0,0
484,Poketto monsutâ,7.5,"Ash Ketchum, his yellow pet Pikachu, and his human friends explore a world of powerful creatures.","39,553",24.0,,4451,0,0,0,0
485,Cursed,5.9,A teenage sorceress named Nimue encounters a young Arthur on her quest to find a powerful and ancient sword.,"25,954",60.0,,1599,0,0,0,0
486,Lone Survivor,7.5,"Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.","273,061",121.0,$125.10M,3553,0,0,0,0
487,"Extremely Wicked, Shockingly Evil and Vile",6.7,"A chronicle of the crimes of Ted Bundy from the perspective of Liz, his longtime girlfriend, who refused to believe the truth about him for years.","84,387",110.0,,2097,0,0,0,0
488,Henry Danger,5.7,"Looking for a part-time job, 13-year-old Henry Hart finds himself helping super hero Captain Man as his sidekick, keeping the secret from his family and friends.","3,933",30.0,,2661,0,0,0,0
489,Under the Dome,6.6,"An invisible and mysterious force field descends upon a small actual town of Chester's Mill, Maine, USA, trapping residents inside, cut off from the rest of civilization. The trapped townspeople must discover the secrets and purpose of the ""dome"" or ""sphere"" and its origins, while coming to learn more than they ever knew about each other and animals too.","102,725",43.0,,6393,0,0,0,0
490,The Founder,7.2,"The story of Ray Kroc, a salesman who turned two brothers' innovative fast food eatery, McDonald's, into the biggest restaurant business in the world, with a combination of ambition, persistence, and ruthlessness.","134,759",115.0,$12.79M,5645,0,0,0,0
491,Mononoke-hime,8.4,"On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.","359,473",134.0,$2.38M,3921,0,0,0,0
492,Space Force,6.7,The people tasked with creating a sixth branch of the armed services: The Space Force.,"49,116",30.0,,5141,0,0,0,0
493,Timeless,7.7,An unlikely trio travel through time in order to battle unknown criminals and protect history as we know it.,"38,791",60.0,,6186,0,0,0,0
494,Seutateueob,8.1,Young entrepreneurs aspiring to launch virtual dreams into reality compete for success and love in the cutthroat world of Korea's high-tech industry.,"5,778",80.0,,4926,0,0,0,0
495,La catedral del mar,7.5,Based upon Ildefonso Falcones novel.,"3,574",55.0,,3351,0,0,0,0
496,Beckett,,"Following a tragic car accident in Greece, Beckett, an American tourist, finds himself at the center of a dangerous political conspiracy and on the run for his life.",,108.0,,1006,0,0,0,0
497,Triple Frontier,6.4,"Loyalties are tested when five friends and former special forces operatives reunite to take down a South American drug lord, unleashing a chain of unintended consequences.","115,059",125.0,,6292,0,0,0,0
498,Fondeados,4.2,Two directionless millennial bros get high and pitch a bold new social justice app that raises millions. Now they have to come up with the app.,161,97.0,,2232,0,0,0,0
499,Sweet Home,7.4,"Hyun, a loner high school student who lost his entire family in a terrible accident, is forced to leave his home and has to face a new reality where monsters are trying to wipe out all of humanity. Now he must fight against all odds to try and race against the clock to save what is left of the human race before it's too late.","12,428",52.0,,5323,0,0,0,0
500,101 Dalmatians,5.7,"An evil high-fashion designer plots to steal Dalmatian puppies in order to make an extravagant fur coat, but instead creates an extravagant mess.","106,580",103.0,$136.19M,435,0,0,0,0
501,Warrior Nun,6.9,"After waking up in a morgue, an orphaned teen discovers she now possesses superpowers as the chosen Halo Bearer for a secret sect of demon-hunting nuns.","24,525",,,6596,0,0,0,0
502,The Irregulars,5.9,"Set in Victorian London, the series follows a gang of troubled street teens who are manipulated into solving crimes for the sinister Doctor Watson and his mysterious business partner, the elusive Sherlock Holmes.","12,624",,,5746,0,0,0,0
503,Party of Five,6.8,5 siblings raise each other following their parents' untimely deaths.,"9,709",60.0,,4365,0,0,0,0
504,Lilyhammer,8.0,A New York mobster goes into hiding in rural Lillehammer in Norway after testifying against his former associates.,"27,587",45.0,,3506,0,0,0,0
505,Frontier,7.2,"Follows Declan Harp, a half-Irish/half Cree Native-Canadian outlaw who is campaigning to breach the Hudson's Bay Company's monopoly on the fur trade in Canada.","18,202",60.0,,2279,0,0,0,0
506,El Cartel de los Sapos - El Origen,5.5,"In Cali during the '60s and '70s, two brothers juggle family, romance and the joint pursuit of a burning ambition: to rule Colombia's drug industry.",26,,,1952,0,0,0,0
507,Rampage,6.1,"When three different animals become infected with a dangerous pathogen, a primatologist and a geneticist team up to stop them from destroying Chicago.","151,688",107.0,$101.03M,4570,0,0,0,0
